"Subject","Course","Course_Title","As","Bs","Cs","Ds","Fs","GPA","N"
"M E",478,"FINTE ELEMENT ANLYS",24,18,1,0,0,3.4,44
"M E",480,"CAD TECHNOLOGY",38,2,0,0,0,3.8,40
"M E",498,"SPEC TPCS MECH ENGR",15,3,0,0,0,3.6,18
"M E",499,"SPECIAL PROJECTS",39,3,0,0,0,3.8,44
"M E",501,"MFG PROCESSES",13,1,0,0,0,3.6,14
"M E",510,"MATH FOUND SYST THR",3,10,0,0,0,3.3,13
"M E",538,"ADVANCED FLUIDS",9,4,0,0,0,3.6,13
"M E",547,"LINEAR SYSTEMS",12,5,0,0,0,3.5,17
"M E",564,"MECHNCL ENGR ANLYS",80,8,0,0,0,3.7,88
"M E",588,"DYNMCS AND VIBR",11,2,0,0,1,3.4,14
"M SCI",101,"MIL SCI LDR DEV",4,9,6,1,1,2.6,22
"M SCI",401,"MIL SCI DEV LDR",8,3,0,0,2,3,13
"MATH",100,"ALGEBRA",12,3,0,0,0,3.6,16
"MATH",102,"ALGEBRA",12,10,6,0,0,3.1,28
"MATH",111,"ALGEBRA WITH APPL",183,150,53,26,4,3,422
"MATH",120,"PRECALCULUS",98,237,76,26,16,2.775,469
"MATH",124,"CALC ANALYT GEOM I",301,452,204,38,16,2.86666666666667,1054
"MATH",125,"CALC ANALYT GEOM II",251,332,206,21,13,2.85714285714286,849
"MATH",126,"CALC ANYL GEOM III",246,453,206,26,8,2.86666666666667,984
"MATH",134,"ACCEL HONORS CALC",16,10,0,0,1,3.3,27
"MATH",300,"MATH REASONING",49,60,23,1,0,3.025,134
"MATH",301,"ELEM NUMBER THEORY",36,10,2,1,0,3.5,49
"MATH",307,"INTRO TO DIFF EQ",217,294,83,9,10,3.02857142857143,637
"MATH",308,"MATRIX ALGEBRA",253,224,88,12,8,3.05384615384615,600
"MATH",309,"LINEAR ANALYSIS",97,121,40,7,4,2.97142857142857,291
"MATH",324,"ADV MULTIVAR CALC 1",132,179,42,7,10,3.01111111111111,391
"MATH",327,"INTRO REAL ANLYS I",22,38,30,5,2,2.65,102
"MATH",334,"H-ACCEL ADVAN CALC",8,10,3,0,0,3.2,26
"MATH",381,"DISCRETE MATH MODEL",15,25,0,0,0,3.3,40
"MATH",390,"PROB STAT ENG SCI",26,40,13,0,0,3.1,83
"MATH",394,"PROBABILITY I",24,44,19,2,0,3,92
"MATH",402,"INTRO MDRN ALGEBRA",21,34,23,0,1,2.75,82
"MATH",407,"LINEAR OPTIMIZATION",15,17,2,2,0,3,39
"MATH",411,"INTRO MDRN ALG-TCHR",11,14,10,0,0,2.8,37
"MATH",424,"FUND CONCEPTS ANLYS",17,22,18,3,2,2.65,70
"MATH",427,"COMPLEX ANALYSIS",11,17,10,0,0,2.9,40
"MATH",441,"TOPOLOGY",8,9,11,1,2,2.5,36
"MATH",461,"COMBINATORIAL THEOR",11,22,8,1,1,2.9,43
"MATH",464,"NUMERICAL ANLYS I",13,21,2,0,1,3.1,37
"MATH",491,"INTRO STOCHSTC PROC",9,19,7,2,0,2.8,38
"MATH",504,"MODERN ALGEBRA",7,5,1,0,0,3.3,13
"MATH",544,"TOP/GEOM MANIFOLDS",12,2,0,0,0,3.6,14
"MATH",581,"SPECIAL TOPICS",27,1,0,0,0,3.95,28
"MEDCH",400,"FUND CONCPTS MEDCH",38,36,16,2,0,3,92
"MEDCH",562,"P-MEDICINAL CHEM",33,44,8,2,0,3.1,87
"MEDEX",452,"PATHOPHYS PRIM CARE",17,29,0,0,0,3.3,46
"MEDEX",453,"BASIC CLIN SKILLS",46,0,0,0,0,3.7,46
"MEDEX",457,"BEHAVIORAL MED",43,3,0,0,0,3.7,46
"MEDEX",470,"PROF ROLE DEVEL",46,0,0,0,0,3.9,46
"MEDEX",473,"TECHNICAL SKILLS",47,0,0,0,0,3.9,47
"MEDEX",552,"PATHOPHYS PRIM CARE",52,16,0,0,0,3.5,68
"MEDEX",553,"BASIC CLIN SKILLS",68,0,0,0,0,3.8,68
"MEDEX",557,"BEHAVIORAL MED I",68,0,0,0,0,3.8,68
"MEDEX",570,"PROF ROLE DEVEL I",68,0,0,0,0,3.9,68
"MEDEX",573,"TECH SKILLS I",68,0,0,0,0,3.9,68
"MGMT",200,"INTRODUCTION TO LAW",127,204,71,12,5,2.96666666666667,438
"MGMT",300,"LDRSHIP & ORG BEHAV",108,128,5,0,0,3.32,242
"MGMT",311,"MNG HUM RES",19,39,0,0,0,3.3,58
"MGMT",320,"BUS GOVT & SOC",81,136,1,0,0,3.23333333333333,219
"MGMT",401,"LEAD, CRIT TH & DM",16,17,1,0,0,3.3,34
"MGMT",402,"DEAL MAK & NEGOT",11,15,2,0,1,3.1,30
"MGMT",403,"MOTIV HIGH PERF",6,12,0,0,0,3.2,18
"MGMT",430,"STRATEGIC MGMT",68,35,3,0,0,3.46666666666667,107
"MGMT",500,"MGT AND LEADERSHIP",93,15,0,0,0,3.65,108
"MGMT",504,"ETHICAL LEADERSHIP",90,12,0,0,0,3.55,102
"MGMT",547,"SUCCESS NEGOTIATIONS",48,29,0,0,0,3.43333333333333,78
"MGMT",579,"SPECIAL TOPICS MGMT",23,3,0,0,0,3.6,26
"MICROM",301,"GEN MICROBIOLOGY",69,114,29,5,0,3,224
"MICROM",302,"GEN MICRO LAB",65,80,26,1,0,3.1,175
"MICROM",402,"FUND GEN MICRO LAB",11,27,27,1,1,2.63333333333333,68
"MICROM",410,"FUND OF GEN MICRO I",59,56,54,8,13,2.6,197
"MICROM",443,"MED BACTERIOLOGY LAB",12,33,2,0,0,3.2,47
"MKTG",301,"MARKETING CONCEPTS",97,179,1,0,1,3.275,279
"MKTG",335,"PRIN OF SELLING",11,58,0,0,0,3.2,71
"MKTG",340,"ADVERTISING",19,30,0,0,0,3.2,49
"MKTG",410,"PRODUCT MANAGEMENT",16,16,0,0,0,3.5,32
"MKTG",411,"BUS-TO-BUS MKTG",21,1,0,0,0,3.7,22
"MKTG",430,"SALES FORCE MGMT",4,41,3,0,0,3.1,48
"MKTG",450,"CONSUMER BEHAVIOR",26,26,0,0,0,3.5,52
"MKTG",455,"ENTREPRENEUR MKTG",9,11,0,0,0,3.5,20
"MKTG",460,"MARKETING RESEARCH",30,34,0,0,0,3.4,64
"MKTG",501,"MKTG MGT",8,6,0,0,0,3.5,14
"MKTG",511,"BUS-TO-BUS MKTG",30,0,0,0,0,3.7,31
"MKTG",555,"ENTRE MARKETING",10,11,0,0,0,3.5,21
"MSE",170,"FUNDMNT MATERLS SCI",57,65,8,1,0,3.25,132
"MSE",310,"INTRO MSE",50,3,0,0,0,3.7,53
"MSE",311,"INTEGRAT JR LAB I",44,5,3,0,0,3.65,53
"MSE",321,"THERM & PHAS EQUIL",20,33,4,0,0,3.2,57
"MSE",331,"CRYSTALLOG & STRUCT",46,11,0,0,1,3.5,58
"MSE",442,"MTLS PROCESSING II",12,43,2,0,0,3.1,57
"MSE",471,"POLYMER SCI & ENGR",9,27,1,0,0,3.1,37
"MSE",475,"COMPOSITE MATERIALS",17,21,2,1,0,3.2,43
"MSE",491,"DESIGN MTLS ENGRG I",39,17,0,0,0,3.4,56
"MSE",498,"SPECIAL TOPICS",14,2,0,0,0,3.6,16
"MSE",502,"SOL-GEL PROCESSING",18,1,0,0,0,3.6,19
"MSE",510,"BONDING & STRUCTURE",29,0,0,0,0,3.8,30
"MSE",570,"MSE GRAD TUTORIAL",19,13,0,0,0,3.5,32
"MSE",599,"SPEC TPCS MATLS SCI",16,0,0,0,0,3.7,16
"MSIS",510,"BUS DATA MINING",19,15,0,0,0,3.5,34
"MSIS",511,"DIGITAL TRANSFORMTN",28,5,0,0,0,3.6,33
"MSIS",512,"INFO SECURITY",23,10,0,0,0,3.6,33
"MUHST",210,"WEST MUSIC HIST I",15,4,1,0,0,3.6,20
"MUSED",305,"INTRO MUSIC METH II",13,3,0,0,0,3.6,16
"MUSED",440,"MUS FOR CHILDREN",14,3,1,0,0,3.5,18
"MUSEN",210,"CAMPUS PHL ORCHSTRA",62,0,0,0,0,4,62
"MUSEN",300,"UW SYMPHONY",57,0,0,0,0,3.9,57
"MUSEN",301,"WIND ENSEMBLE",28,0,0,0,0,3.9,29
"MUSEN",302,"SYMPHONIC BAND",22,0,0,0,0,4,22
"MUSEN",303,"MARCHING BAND",242,3,0,0,0,3.9,247
"MUSEN",309,"CONCERT BAND",56,1,0,0,0,3.9,60
"MUSEN",346,"STUDIO JAZZ ENSBLE",14,0,0,0,0,4,14
"MUSEN",351,"CHAMBER SINGERS",13,0,0,0,0,4,13
"MUSEN",551,"CHAMBER SINGERS",22,0,0,0,0,4,22
"MUSEUM",500,"INTRO MUSEOLOGY",36,0,0,0,0,3.7,36
"MUSEUM",528,"SOCIAL CHANGE",19,0,0,0,0,3.9,19
"MUSEUM",540,"PRESRV&MANAGE COLLN",29,0,0,0,0,3.8,29
"MUSEUM",562,"LEGAL ISSUES",16,1,0,0,0,3.6,17
"MUSEUM",588,"SPC TPC MUSEOLOGY",23,3,0,0,0,3.6,27
"MUSIC",116,"ELEM MUSIC THEORY",144,35,14,4,3,3.4,202
"MUSIC",117,"ELEM MUSIC THEORY",33,9,0,0,0,3.6,45
"MUSIC",119,"INTRO MUSIC THEORY",24,10,0,0,0,3.5,34
"MUSIC",120,"SURVEY OF MUSIC",218,23,8,4,5,3.6,271
"MUSIC",160,"AMERICAN FOLK MUSIC",150,39,14,1,2,3.45,211
"MUSIC",161,"AMER MUS THEATER",21,0,0,1,0,3.6,23
"MUSIC",162,"AMER POP SONG",136,32,10,0,7,3.4,194
"MUSIC",185,"THE CONCERT SEASON",112,20,3,2,7,3.4,145
"MUSIC",203,"1ST YEAR THEORY III",4,16,3,0,1,2.9,24
"MUSIC",303,"2ND YR THEORY III",9,9,2,0,1,3.1,21
"MUSIC",331,"HISTORY OF JAZZ",148,20,7,1,5,3.5,187
"MUSIC",414,"AN AMERICAN VOICE",14,2,0,0,0,3.7,16
"MUSIC",433,"MUSIC OF LATIN AMER",12,5,2,1,1,3.2,21
"MUSIC",553,"ADV CHORAL TECHNIQS",13,0,0,0,0,4,13
"MUSIC",575,"SEMINAR IN THEORY",10,3,0,0,0,3.6,13
"N SCI",101,"THE NAVAL SERVICE",8,8,0,1,0,3.1,19
"N SCI",201,"NVL LDRSHP & MGMT",27,3,0,0,0,3.6,30
"NBIO",302,"INTRO SYSTEM NEURO",34,19,0,0,0,3.5,53
"NCLIN",302,"HEALTH ASSESSMENT",44,26,1,0,0,3.4,71
"NEAR E",202,"INTRO HEBREW BIBLE",56,1,0,0,0,3.9,58
"NEAR E",229,"ISLAMIC CIVILZATION",44,9,4,0,0,3.5,57
"NEAR E",430,"CLAS MUSLIM WRITING",13,0,0,0,0,3.8,13
"NEURO",501,"INTRO NEUROBIOLOGY",14,2,0,0,0,3.7,16
"NEURO",504,"BIOP NRV MSCL SYN",17,1,1,0,0,3.7,20
"NMETH",523,"PROJ MGMT INFORMAT",20,1,0,0,0,3.8,22
"NMETH",527,"INTRO HLTH INFORMAT",20,0,0,0,0,3.7,21
"NORW",101,"ELEM NORWEGIAN",15,6,1,0,1,3.3,25
"NSG",516,"PHYSIOLOGY OF AGING",32,0,0,0,0,3.8,33
"NSG",530,"LEAD,COMM,PROF IDENT",108,0,0,0,0,3.9,109
"NSG",539,"PERINAT CONDITIONS",15,0,0,0,0,4,15
"NSG",555,"NURS SCI ADV PRAC",95,7,0,0,0,3.7,103
"NSG",557,"PHYS PATHOPHYS",75,6,0,0,0,3.65,81
"NURS",201,"LIFESPAN GROWTH",100,18,2,0,0,3.6,120
"NURS",301,"CLINICAL ANAT & PHYS",110,30,1,0,0,3.7,141
"NURS",308,"HUMAN RESPONSES II",138,3,0,0,0,3.85,141
"NURS",309,"NURS PHARMTHERAP I",78,15,1,0,0,3.7,94
"NURS",415,"CHILDBEAR/CHILDREAR",54,16,0,0,0,3.6,70
"NURS",417,"PSYCH NURSING",103,36,2,0,0,3.6,141
"NURS",420,"COMM &PUB HLTH NURS",135,6,0,0,0,3.85,141
"NURS",514,"PHYS WOMEN CHILDREN",18,1,0,0,0,3.8,19
"NURS",524,"CON FND CRE SYS MGT",20,3,0,0,0,3.7,24
"NURS",548,"FRAME INF MENT HLTH",14,1,0,0,0,3.8,16
"NURS",549,"ASSESSMENT IN PSN",17,0,0,0,0,3.9,17
"NURS",552,"WL HLTH PRM DIS PRV",99,0,0,0,0,3.8,100
"NUTR",200,"NUTRITION",675,48,4,0,0,3.8,731
"NUTR",412,"US FOOD NUTR POLICY",28,14,4,0,1,3.3,48
"NUTR",420,"GLOBAL NUTRITION",60,2,0,0,0,3.8,63
"NUTR",511,"SURVEY ADV NUTR",15,0,0,0,1,3.6,17
"NUTR",520,"NUTR-METAB I",15,2,0,0,0,3.6,17
"NUTR",526,"MATERNAL & PED NUTR",17,0,0,0,0,3.8,17
"O S",521,"P-ORAL PATHOLOGY",52,8,1,1,0,3.7,62
"OCEAN",101,"OCEANOGR PACIFIC NW",112,38,8,1,0,3.35,161
"OCEAN",210,"INTEGRATIVE OCEANS",28,50,10,1,0,3.1,90
"OCEAN",215,"OCEAN DATA ANALYSIS",13,8,1,0,0,3.4,22
"OCEAN",230,"RIVERS AND BEACHES",24,18,1,0,0,3.4,44
"OCEAN",250,"MARINE BIOLOGY",9,20,11,1,0,2.6,42
"OCEAN",420,"PHYS PROC OCEAN",6,19,1,0,0,3.2,26
"OCEAN",430,"BIO OCEAN",18,22,3,0,0,3.3,43
"OCEAN",443,"SNR THESIS PROPOSAL",24,5,0,0,0,3.6,29
"OCEAN",452,"SPATIAL INFO TECH",12,2,0,0,0,3.7,15
"OCEAN",520,"MARINE CHEMISTRY",7,6,0,0,0,3.4,14
"OPMGT",301,"PRIN OPER MGT",68,88,1,0,0,3.35,159
"OPMGT",443,"INV SUP CHN MGMT",37,7,0,0,0,3.6,44
"OPMGT",450,"INTRO PROJECT MGMT",12,13,0,0,0,3.5,27
"OPMGT",502,"INTRO TO OPMGT",74,35,0,0,0,3.5,109
"OPMGT",579,"SPECIAL TOPICS",30,12,0,0,0,3.6,42
"ORALM",520,"P-ORAL RADIOLOGY",4,58,0,0,0,3.1,62
"ORALM",540,"P-ORAL M SENIOR SEM",56,2,2,0,2,3.7,62
"ORALM",545,"P-CLIN CONF ORAL M",56,2,2,0,1,3.8,61
"ORTHO",520,"P-GROWTH/DVLPMT FACE",7,40,15,0,0,2.8,62
"ORTHO",560,"ORTHO SEMINAR",12,3,0,0,0,3.6,15
"ORTHO",575,"INTERCEPTIVE ORTHO",14,1,0,0,0,3.6,15
"ORTHO",582,"ADULT ORTHO SEM",18,2,0,0,0,3.6,20
"ORTHO",660,"P-CLINICAL ORTHO",12,3,0,0,0,3.6,15
"PA EX",501,"STRATEGIC LEADERSHIP",23,16,1,0,0,3.4,40
"PA EX",502,"EXEC DECISION MKG",39,1,0,0,0,3.7,40
"PA EX",508,"MANAGING PEOPLE",40,0,0,0,0,3.8,40
"PA EX",509,"LEAD ACROSS BOUNDS",32,7,0,0,0,3.5,39
"PA EX",511,"STRATEGIC COMM",39,1,0,0,0,3.9,40
"PB AF",503,"EXEC LEADRSHP",30,0,0,0,0,3.8,30
"PB AF",507,"MEDIATION AND NEGO",35,1,0,0,0,3.8,36
"PB AF",511,"MANAGING POLICY PROC",124,50,0,0,0,3.525,174
"PB AF",516,"ECN POL ANLYS MGT I",100,75,0,0,0,3.46666666666667,176
"PB AF",518,"APP COST BENEFIT AN",29,0,0,0,0,3.7,30
"PB AF",520,"INTERGOV RELATIONS",14,3,0,0,0,3.5,17
"PB AF",522,"FINAN MNGT & BUDG",96,76,0,0,0,3.4,173
"PB AF",529,"ADV MULTIVAR ANALYS",25,7,0,0,0,3.5,33
"PB AF",531,"DEVELOPMENT MGMT",35,4,0,0,0,3.7,39
"PB AF",541,"ROLE OF NGO INT DEV",28,0,0,0,0,3.7,30
"PB AF",550,"MGMT NONPROFIT ORGS",41,0,0,0,0,3.7,41
"PB AF",552,"PHILANTHROPY &SOCTY",23,1,0,0,0,3.7,24
"PB AF",555,"TPCS NONPROFIT MGT",18,3,0,0,0,3.6,21
"PB AF",566,"COMM ECON DEVEL",46,0,0,0,0,3.8,46
"PB AF",567,"COMM ENGAG URB GOV",28,0,0,0,0,3.8,28
"PB AF",583,"SCI TECH & POLICY",11,3,0,0,0,3.6,14
"PB AF",594,"ECON ENVIRON MGMT",22,0,0,0,0,3.7,23
"PB AF",597,"ENV DECISION ANALYS",26,4,0,0,0,3.6,30
"PCEUT",531,"P-PHARM FORMULATION",34,49,14,0,0,3.1,97
"PERIO",575,"ORAL IMMUNOLOGY",18,0,0,0,0,3.8,18
"PERIO",582,"TREATMNT PLANN SMNR",1,25,0,0,0,3.1,26
"PERIO",585,"PERIO THERAPY SMNR",1,25,0,0,0,3,26
"PERIO",586,"LONGITUDINAL PERIO",4,14,0,0,0,3.1,18
"PHARM",510,"CNTM CLIN NUTR SUPT",37,0,0,0,0,3.9,37
"PHARM",516,"BMED REG AFF INTRO",13,0,0,0,0,3.9,13
"PHARM",539,"P-PRIN PROF PRAC MGT",91,0,0,0,0,3.9,91
"PHARM",542,"P-MANAGED PHARM",16,0,0,0,0,3.7,16
"PHARM",543,"PHARM LAWS & ETHICS",81,6,0,0,0,3.8,87
"PHARM",558,"OTC DRUGS",72,23,0,0,1,3.5,96
"PHARM",560,"P'THERAPEUTICS IV",15,67,11,0,1,2.9,94
"PHARM",564,"APP PHARMACOTHER II",81,10,0,0,0,3.8,91
"PHARM",572,"PHARM ADVOCACY I",25,0,0,0,0,4,25
"PHARM",584,"PHARM PRACTICE I",80,13,0,0,0,3.7,93
"PHARM",592,"DSGN&ANLY MED STDY",85,3,0,0,0,3.8,88
"PHCOL",401,"GEN PHCOL I",48,41,6,0,0,3.3,95
"PHCOL",434,"GEN PHCOL",13,43,6,0,0,3.1,62
"PHG",200,"PUBLIC HLTH GENOMICS",74,9,2,0,0,3.7,85
"PHIL",100,"INTRO TO PHILOSOPHY",92,107,10,2,7,3.25,223
"PHIL",115,"PRACTICAL REASONING",45,15,3,3,2,3.3,70
"PHIL",120,"INTRO TO LOGIC",145,22,8,4,7,3.4,194
"PHIL",160,"PERSPECTIVES ON SCI",79,15,3,0,0,3.6,97
"PHIL",240,"INTRO TO ETHICS",50,44,2,0,1,3.4,98
"PHIL",241,"TOPICS IN ETHICS",14,8,2,0,1,3.2,29
"PHIL",242,"MEDICAL ETHICS",66,105,13,4,2,3.1,191
"PHIL",340,"HIST ANCIENT ETHICS",14,8,3,0,0,3.2,28
"PHIL",342,"HIST MODERN ETHICS",15,17,0,0,0,3.3,33
"PHIL",345,"MORL ISS LIFE DEATH",16,6,2,0,1,3.3,27
"PHIL",360,"TOP IN PHI OF SCI",32,0,0,0,0,3.9,32
"PHIL",410,"SOCIAL PHILOSOPHY",6,10,1,0,0,3.2,21
"PHIL",414,"PHILOSOPHY OF LAW",27,3,0,0,0,3.6,30
"PHIL",415,"ANIMAL WELFARE",12,3,2,0,2,3.1,19
"PHIL",449,"PHILOSOPHY OF FILM",17,7,1,0,2,3.3,29
"PHIL",450,"EPISTEMOLOGY",11,8,4,0,0,3.2,25
"PHIL",470,"INTERMEDIATE LOGIC",12,7,2,0,0,3.4,27
"PHRMRA",527,"INTERNAT REG AFFAIR",19,1,0,0,0,3.9,20
"PHRMRA",536,"REG AFFAIRS SKILLS",13,0,0,0,0,3.7,13
"PHRMRA",554,"ADV REG I",18,2,0,0,0,3.8,20
"PHYS",101,"PHYS SCI INQUIRY I",7,6,2,0,0,3.1,17
"PHYS",114,"GENERAL PHYSICS",158,330,99,14,1,2.93333333333333,622
"PHYS",115,"GENERAL PHYSICS",62,123,50,4,2,2.9,244
"PHYS",116,"GENERAL PHYSICS",59,23,0,0,0,3.5,84
"PHYS",121,"MECHANICS",194,398,127,12,9,2.95,771
"PHYS",122,"ELECTROMAGNETISM",116,223,98,7,4,2.9,456
"PHYS",123,"WAVES",57,114,46,6,3,2.8,228
"PHYS",207,"PHYS OF MUSIC",14,23,4,0,4,2.8,51
"PHYS",217,"ENERGY FUTURE",36,2,3,0,0,3.7,43
"PHYS",224,"THERMAL PHYSICS",25,71,25,0,4,2.8,132
"PHYS",226,"PARTICLES&SYMMETRY",15,31,11,4,1,2.8,62
"PHYS",227,"ELEM MATH PHYS",55,33,26,4,3,3,128
"PHYS",231,"INTRO EXPERMTL PHYS",38,13,2,0,7,3,64
"PHYS",248,"INTRO SEL TOPICS",13,1,0,0,0,3.7,15
"PHYS",321,"ELECTROMAGNETISM",51,39,2,0,8,3.1,103
"PHYS",324,"QUANTUM MECHANICS",31,36,9,0,2,3.1,82
"PHYS",328,"STATISTICAL PHYSICS",19,36,9,2,1,3,68
"PHYS",331,"OPTICS LABORATORY",28,21,3,3,0,3.2,57
"PHYS",422,"CTMP NUCL/PART PHYS",17,9,0,0,0,3.5,26
"PHYS",433,"MODERN PHYSICS LAB",11,1,2,0,1,3.3,16
"PHYS",434,"COMPT PHYS MEAS",18,4,0,0,0,3.6,22
"PHYS",494,"SEM CURRENT PROBS",10,14,1,0,0,3.3,26
"PHYS",513,"ELECTRMAG & RELTVTY",19,17,1,0,0,3.3,37
"PHYS",517,"QUANTUM MECHANICS",14,16,2,0,0,3.2,33
"PHYS",524,"THERMO & STAT MECH",19,20,0,0,0,3.3,40
"PHYS",555,"COSMOL/PART ASTRPHY",13,2,0,0,0,3.6,16
"PHYS",575,"SEL TPCS APPL PHYS",14,2,0,0,0,3.8,16
"POL S",201,"INTRO POL THEORY",82,73,11,6,3,3.1,180
"POL S",202,"INTRO TO AMER POL",120,101,8,1,2,3.3,237
"POL S",203,"INTRO INTERNATL REL",42,141,28,3,2,2.9,223
"POL S",204,"INTRO TO COMPAR POL",97,77,7,3,0,3.3,185
"POL S",205,"POL SCI AS SOCL SCI",16,24,9,1,0,3,50
"POL S",246,"AFRAM POLITICS",7,10,11,0,0,2.7,28
"POL S",270,"INTRO TO POL ECON",22,3,0,0,0,3.6,25
"POL S",304,"AM PRESS & POLITICS",12,3,0,0,0,3.6,15
"POL S",309,"PRE-MOD POL THOUGHT",11,12,2,0,1,3.2,28
"POL S",312,"SURV AM POL THOUGHT",12,12,2,1,2,2.9,35
"POL S",321,"AMER FOREIGN POLICY",25,40,9,0,1,3.1,83
"POL S",322,"POLIT ECON LAT AMER",32,30,1,1,0,3.3,66
"POL S",331,"MID EAST N AFRICA",87,41,3,0,1,3.5,134
"POL S",346,"WESTERN EUROPE GOVT",8,6,0,0,0,3.4,14
"POL S",357,"MINORITY REP & VOTE",14,23,4,0,0,3.2,44
"POL S",367,"COMP LAW AND COURTS",19,18,4,0,1,3.2,42
"POL S",368,"INTL HUMAN RIGHTS",52,63,4,0,0,3.3,122
"POL S",398,"H-HONORS SEMINAR",15,0,0,0,0,3.8,15
"POL S",401,"POL THEORY ADV SEM",13,3,2,0,0,3.4,18
"POL S",427,"INTL POL ECONOMY",9,26,4,2,0,2.9,41
"POL S",442,"GOVT & POL-CHINA",24,16,7,1,0,3.2,51
"POL S",448,"POLITICS OF THE EU",9,11,0,0,0,3.4,20
"POL S",505,"COMP POLITICS CORE",13,0,0,0,0,3.8,13
"PORT",110,"ACCEL ELEM PORTUG",12,0,0,0,1,3.4,13
"PROS",520,"P-COMPLETE DENTURES",50,12,0,0,0,3.6,62
"PROS",523,"P-REM PRT DNTR DSGN",44,17,1,0,0,3.5,62
"PSYCH",101,"INTRO TO PSYCH",578,298,125,46,17,3.2,1080
"PSYCH",200,"COMP ANIM BEHAV",58,13,1,0,0,3.63333333333333,72
"PSYCH",202,"BIOPSYCH",116,107,47,12,6,3,294
"PSYCH",206,"HUMAN DEVELOPMENT",31,56,12,6,1,2.9,110
"PSYCH",209,"FDMNTLS PSYCH RSCH",110,84,17,3,1,3.3,215
"PSYCH",250,"RACISM&MINORITY GRP",94,5,0,0,1,3.8,101
"PSYCH",300,"ANIMAL BEHAVIOR",25,36,8,0,0,3.1,71
"PSYCH",305,"ABNORMAL PSYCHOLOGY",97,47,9,0,0,3.4,154
"PSYCH",315,"UNDRSTD STATS PSYCH",61,28,7,3,1,3.3,102
"PSYCH",317,"PSYCH PROB & STAT",58,32,6,0,0,3.4,98
"PSYCH",330,"LAB ANIMAL BEHAVIOR",6,14,0,0,0,3.2,20
"PSYCH",331,"LAB HUMAN PERFORM",18,3,0,0,0,3.7,21
"PSYCH",332,"NEUROBEHAVIORAL LAB",58,2,0,0,0,3.9,60
"PSYCH",333,"SEN/PERCPT PROCESS",13,18,5,1,0,3,39
"PSYCH",345,"SOCIAL PSYCHOLOGY",66,32,10,1,0,3.3,109
"PSYCH",355,"COGNITIVE PSYCH",90,13,2,0,1,3.7,107
"PSYCH",357,"PSYCHOBIOL OF WOMEN",25,32,9,4,1,3,71
"PSYCH",403,"MOTIVATION",35,0,0,0,0,3.9,35
"PSYCH",413,"ADOLESCENT DEVELPMT",13,14,1,0,0,3.3,28
"PSYCH",421,"NEURAL BASIS BEHAVR",46,18,2,0,3,3.5,70
"PSYCH",435,"HUMAN COLOR VISION",17,2,0,0,0,3.7,21
"PSYCH",437,"MOTOR DEVELOPMENT",5,10,5,1,2,2.7,23
"PSYCH",443,"MOTIVATION THEORIES",29,4,4,0,0,3.5,38
"PSYCH",448,"SMNR IN PSYCHOLOGY",16,0,0,0,0,3.9,17
"PSYCH",451,"HEALTH PSYCHOLOGY",14,14,6,0,0,3.2,34
"PSYCH",466,"PSYCH JUDGMNT & DEC",15,0,1,0,0,3.7,16
"PSYCH",480,"IDEAS HUMAN NATURE",19,2,0,0,1,3.6,22
"PSYCH",489,"CLINICAL PSYCHOLOGY",15,9,2,0,0,3.3,26
"PSYCH",515,"CORE CONCPT PERS&SOC",12,2,0,0,0,3.8,14
"PSYCH",522,"STAT CMPUTATION LAB",25,1,0,0,0,3.9,27
"PSYCH",524,"INTRO STAT/DATA ANL",24,2,0,0,0,3.8,27
"Q SCI",291,"ANLYS FOR BIOL 1",39,14,10,2,1,3.2,66
"Q SCI",381,"INTRO PROBABIL&STAT",56,92,39,12,7,2.8,208
"Q SCI",482,"STAT INFR IN ECOL",49,15,1,0,0,3.6,68
"QMETH",201,"INTRO TO STAT MTHDS",85,142,56,25,4,2.8,328
"QMETH",450,"SPREADSHEET MODELS",22,22,0,0,0,3.4,45
"QMETH",501,"DECSN SUP MODELS",77,44,1,0,0,3.53333333333333,122
"R E",508,"FINANCIAL MODEL I",18,17,0,0,0,3.4,35
"R E",510,"INTRO REAL ESTATE",26,2,0,0,0,3.7,29
"R E",511,"RE APPRAISAL",18,12,1,0,0,3.4,31
"R E",512,"LEADERS BUILT ENV",21,12,0,0,0,3.5,33
"R E",556,"REAL EST INVESTMENTS",13,11,0,0,0,3.4,24
"R E",561,"R E CAPITAL MARKETS",8,7,0,0,0,3.4,15
"R E",571,"REAL ESTATE DEVEL",8,9,0,0,0,3.4,17
"REHAB",504,"PROCEDRS 1 PE EXTRM",21,0,0,0,0,3.7,21
"REHAB",509,"FUNCTIONAL SKILLS",44,1,0,0,0,3.7,45
"REHAB",511,"MUSCULOSKELETAL IV",41,1,0,0,0,3.8,42
"REHAB",517,"PT SEMINAR",46,0,0,0,0,3.9,46
"REHAB",522,"NEUR TPCS REHAB MED",56,26,1,0,0,3.45,83
"REHAB",523,"APPLIED NEURO",42,0,0,0,0,3.8,42
"REHAB",544,"FNC ANAT RHAB EXTRM",50,35,0,0,0,3.4,85
"REHAB",570,"FOUNDATIONS OF OT",18,7,0,0,0,3.5,25
"REHAB",574,"OT IN PHYS DIS I",16,8,0,0,0,3.5,24
"REHAB",582,"ASSISTIVE TECH",22,2,0,0,0,3.7,24
